slang,formal
menghalangmenghalangi,menghalangi
menghayal,mengkhayal
menghimbau,mengimbau
mengugurkan,menggugurkan
menizta,menista
menjawad,menjawab
menjd,menjadi
menjdikan,menjadikan
menjdkn,menjadikan
menwrpa,menerpa
menyakini,meyakini
menyelamaykan,menyelamatkan
merapihkan,merapikan
merespon,menjawab
merhatiin,memperhatikan
meridhoi,meridai
meriksa,memeriksa
meris,miris
mesen,memesan
mgkin,mungkin
mgkn,mungkin
mgunakan,menggunakan
mhs,mahasiswa
mhsw,mahasiswa
mhujat,menghujat
miapa,demi apa
miapah,demi apa
mikir,pikir
mikirin,memikirkan
milih,memilih
milyaran,miliar
mimpin,memimpin
minds,pikiran
mingkem,diam
minjem,pinjam
misala,misalnya
mjaga,menjaga
mjd,menjadi
mka,maka
mkan,makan
mkanan,makanan
mkanya,makanya
mkn,makan
mknan,makanan
mkny,makanya
mksd,maksud
mksdny,maksudnya
mksdnya,maksudnya
mksdq,maksudku
mksh,terima kasih
mksih,terima kasih
mkstnya,maksudnya
mlah,malah
mlancarkan,melancarkan
mlawan,melawan
mlayu,lari
mlh,malah
mlihatmu,melihatmu
mlm,malam
mls,malas
mmbencii,membenci
mmbla,membela
mmg,memang
mmikirkan,memikirkan
mmng,memang
mmpraktekkannya,mempraktikannya
mn,mana
mna,mana
mncium,mencium
mndengar,mendengar
mndg,lebih baik
mndgn,lebih baik
mndgr,mendengar
mndi,mandi
mnding,lebih baik
mndpt,mendapat
mndptkn,mendapatkan
mndukung,mendukung
mndukungmu,mendukungmu
mnebar,menebar
mnenangkn,menenangkan
mng,menang
mnghemat,menghemat
mnghilang,menghilang
mnghna,menghina
mnghukumny,menghukumnya
mngkin,mungkin
mnista,menista
mnjadi,menjadi
mnjaga,menjaga
mnjatuhkan,menjatuhkan
mnjdi,menjadi
mnjtuhkan,menjatuhkan
mnkoplhukam,menko polhukam
mnkumham,menkumham
mnrt,menurut
mnt,minta
mnta,minta
mntp,mantap
mntri,menteri
mnum,minum
mnunggu,menunggu
mnyatu,menyatu
mnyngkn,menyenangkan
mo,mau
modyare,mati
moga,semoga
moslems,muslim
mosok,masa
motong,memotong
mreka,mereka
mrh,marah
mrka,mereka
msalah,masalah
msg,masing
msh,masih
msi,masih
msih,masih
msjid2,masjid masjid
msk,masuk
mski,meski
mskn,masakan
msl,misal
mslh,masalah
msti,harus
msuk,masuk
msuport,mendukung
msyarakat,masyarakat
mudahmudahan,mudah mudahan
mudhmudhn,mudah mudahan
muke,muka
mukeje,muka jelek
multiwarna,banyak warna
mulutmuharimaumu,mulutmu harimaumu
mulutny,mulutnya
mulutrusakbasukiditolak,mulut rusak basuki ditolak
munafikun,munafik
munafiq,munafik
munafiqun,munafik
muncuk,muncul
munculah,muncul
musnahkn,memusnahkan
musti,harus
musuhmusuhnya,musuh musuhnya
muup,maaf
muuv,maaf
mz,mas
n,dan
nabung,menabung
naek,naik
nagara,negara
nahan,menahan
nahu,tahu
nambah,menambah
named,dinamakan
nang,di
nangiss,menangis
nantangin,menantang
nanya,bertanya
naon,apa
napa,kenapa
nape,kenapa
napsu,nafsu
nasgor,nasi goreng
nax,ingin
ncib,persib
nda,tidak
ndak,tidak
ndakk,tidak
ndax,tidak
ndk,tidak
ndoweh,dower
ndukung,mendukung
nego,negosiasi
negri,negeri
negriku,negeriku
neh,nih
neko,macam
nelen,menelan
nemenin,menemani
nemu,menemukan
nenangin,menenangkan
nengok,menengok
nextnya,selanjutnya
nga,tidak
ngabungin,menggabungkan
ngacir,kabur
ngaco,kacau
ngadain,mengadakan
ngahok,ahoker
ngajak,mengajak
ngajar,mengajar
ngajarin,mengajarkan
ngaji,mengaji
ngak,tidak
ngakak,tertawa
ngakali,mengakali
ngaku,mengakui
ngakunya,mengakuinya
ngalahin,mengalahkan
ngalahkan,mengalahkan
ngambek,mengambek
ngambil,mengambil
ngamuk,mengamuk
ngancam,mengancam
nganiaya,menganiaya
nganter,mengantar
nganterin,mengantarkan
ngantri,mengantre
nganu,anu
ngapa,kenapa
ngapain,apa
ngarep,mengharap
ngaruh,berpengaruh
ngasi,memberi
ngasih,memberi
ngatain,memaki
ngatur,mengatur
ngawasi,mengawasi
ngebacot,bacot
ngebales,membalas
ngebelain,membela
ngedit,mengedit
ngefek,berakibat
ngegosip,menggosipkan
ngeh,tau
ngejar,mengejar
ngejatuhin,menjatuhkan
ngelarang,melarang
ngelewati,melewati
ngeliat,melihat
ngeliatin,melihat
ngeluh,mengeluh
ngembat,mengembat
ngena,mengena
ngene,ini
ngerasa,merasa
ngerasain,merasakan
ngerjain,mengerjakan
ngerokok,merokok
ngerti,mengerti
ngerti2,tau tau
ngetik,mengetik
ngetrend,mengetren
ngetweet,mentwit
ngg,tidak
ngga,tidak
nggax,tidak
nggesek,menggesek
nggk,tidak
nggosok,menggosok
ngibul,menipu
ngidam,mengidam
ngikutin,mengikuti
ngilangin,menghilangkan
ngimpi,memimpikan
ngincer,mengincar
nginep,menginap
ngingetin,mengingatkan
ngisiin,mengisikan
ngjk,mengajak
ngk,tidak
nglawan,melawan
nglunjak,melonjak
ngmbl,mengambil
ngmg,berbicara
ngmng,berbicara
ngmpl,berkumpul
ngmps,ke kampus
ngntk,mengantuk
ngntr,ke kantor
ngobatin,mengobati
ngobrol,mengobrol
ngomong,berbicara
ngomonge,bicaranya
ngomongin,membicarakan
ngopi,minum kopi
ngorek,mengorek
ngotorin,mengotori
ngrusak,merusak
ngucapin,mengucapkan
ngumpul,berkumpul
ngundang,mengundang
ngungsi,mengungsi
ngunpulin,mengumpulkan
ngunu,anu
ngunyah,mengunyah
ngupload,mengunggah
nguras,menguras
ngurus,mengurus
ngurusin,mengurus
ngutip,mengutip
ni,nih
nich,nih
nie,nih
nimbulin,menimbulkan
ninggalin,meninggalkan
niru2,meniru
niy,nih
njink,anjing
nmbh,menambah
nmny,namanya
nmpk,tampak
nmr,nomor
nnti,nanti
nntn,menonton
nnton,nonton
nocomment,tidak berkomentar
nolak,menolak
nonggol,nongol
nongkie,nongkrong
nonton,menonton
nov,november
novnovnov,november
nraktir,mentraktir
ntah,entah
ntar,nanti
nti,nanti
ntn,menonton
nton,menonton
ntr,nanti
ntu,itu
nulis,menulis
numbers,nomor
numpang,menumpang
nunggu,menunggu
nungguin,menunggu
nunjuk,menunjuk
nuntut,menuntut
nurunin,menuruni
ny,nya
nyahok,ahok
nyahoq,ahok
nyakitin,menyakiti
nyalain,menyalakan
nyama,sama
nyampe,sampai
nyang,yang
nyangka,menyangka
nyantai,bersantai
nyari,mencari
nyebar,menyebar
nyebarin,menyebarkan
nyebelin,menyebalkan
nyebut,menyebut
nyerah,menyerah
nyerang,menyerang
nyesek,menyesal
nyesel,menyesal
nyetel,menyetel
nyiksa,menyiksa
nykap,ibu
nykapz,ibu
nykp,ibu
nyoba,mencoba
nyobain,mencoba
nyoblos,mencoblos
nyodorin,menyodorkan
nyogok,menyogok
nyokap,ibu
nyuci,mencuci
nyumbang,menyumbang
nyundul,menyundul
nyunsep,terperosok
nyuri,mencuri
nyuruh,menyuruh
nyusul,menyusul
oatau,atau
oataupolri,atau polri
oc,oke
oce,oke
ohh,oh
ok,oke
okay,ok
okedech,oke deh
okedeh,oke deh
okeh,oke
okesiip,oke sip
okt,oktober
okz,oke
ol,online
olang,orang
olh,oleh
opo,apa
opportunis,oportunis
optimisx,optimis
ora,tidak
orenken,orenkan
org,orang
org2,orang orang
orgnya,orangnya
orng,orang
orngbaik,orang baik
ortu,orang tua
otong,titit
ouch,oh
ouh,oh
owh,oh
pa,pak
paakk,pak
pagi2,pagi pagi
pait,pahit
pakafif,pak afif
pakcik,pak cik
pake,pakai
pakek,pakai
palawan,pahlawan
pamerin,memamerkan
panasbug,panasbung
pantengin,perhatikan
pantes,pantas
pantesan,pantas saja
parlimen,parlemen
pasu,pasukan
pasutri,pasangan suami istri
paz,pas
pcr,pacar
pcrn,pacaran
pcrny,pacarnya
pda,pada
pdahal,padahal
pdhal,padahal
pdhl,padahal
pdukung,pendukung
pebruari,februari
pedes,pedas
pegi,pergi
pelajrn,pelajaran
pelcija,persija
pemaen,pemain
pemerintahanya,pemerintahannya
pemimpinsejati,pemimpin sejati
pemmpin,pemimpin
pemrintah,pemerintah
pen,ingin
pengadila,pengadilan
pengen,ingin
penghadangan,pengadangan
pengin,ingin
pengkhianat,penghianat
peningg,pening
penistaagama,penista agama
penistaalquran,penista alquran
penistaquran,penista alquran
penjagannya,penjaganya
penjarakanaho,penjarakan ahok
penjarakanahok,penjarakan ahok
penjarakanpenistaagama,penjarakan penista agama
penjarakanpenistagama,penjarakan penista agama
penjarkan,penjarakan
penjarq,penjarakan
penunggangatauaktor,penunggang atau aktor
penyelasain,penyelesaian
peradilankan,peradilan
perduli,peduli
perjuanganmasihpanjang,perjuangan masih panjang
perlemen,parlemen
permanent,permanen
persiden,presiden
pertanggungjawabannya,tanggung jawabnya
perusakke,perusak
pesen,pesan
pg,pergi
pgen,ingin
pghadangan,pengadangan
pghargaan,penghargaan
pghasiln,penghasilan
pgluarn,pengeluaran
pgn,ingin
phenomenal,fenomenal
pict,gambar
pidakan,pidanakan
pilem,film
pilkasa,pemilihan kepala daerah
pilm,film
piluh,pilu
pingin,ingin
pinjem,pinjam
pinter,pintar
pinteran,lebih pintar
pipel,orang
pisan,banget
pjagaannya,penjagannya
pjebat,pejabat
pk,pak
pkai,pakai
pke,pakai
pkl,pukul
plaku,pelaku
planggaran,pelanggaran
playing,memainkan
plersija,persija
plg,pulang
plintar,pintar
plis,tolong
pljrn,pelajaran
plng,pulang
pls,tolong
pmimpin,pemimpin
pncitraan,pencitraan
pndh,pindah
pndkng,pendukung
pngecu,pengecut
pngen,ingin
pngn,ingin
pngorbananmu,pengorbananmu
pngusung,pengusung
pnistaan,penistaan
pnjng,panjang
pnting,penting
pntng,penting
pny,punya
pnya,punya
pokoe,pokoknya
pokokny,pokoknya
pokonya,pokoknya
polih,pulih
political,politik
politicians,polutikus
politk,politik
polriharusnetral,polri harus netral
poltik,politik
praktek,praktik
praperadilanpengadilan,praperadilan pengadilan
prasaan,perasaan
prayforahok,pray for ahok
prgi,pergi
prilaku,perilaku
prmhn,perumahan
prmptn,perempatan
prnah,pernah
prnh,pernah
programataujanji,program atau janji
proove,membuktikan
proseshukum,proses hukum
provocated,terprovokasi
prtai,partai
prthnkn,pertahankan
psantren2,pesantren pesantren
psl,pasal
psng,pasang
psr,pasar
pst,pasti
psti,pasti
ptg,penting
pulitik,politik
puna,punah
punye,punya
pura2,pura pura
puser,pusar
putaranpilkada,putaran pilkada
putaransaja,putaran saja
puter,putar
puterin,memutari
pzt,pasti
q,aku
qaqa,kakak
qq,kakak
qt,kita
qta,kita
quran,alquran
rabb,rabi
rabbal,rabi
rabbika,rabi
rada,agak
raimu,mukamu
rakyatcerdas,rakyat cerdas
rame,ramai
rame2,ramai ramai
rameken,ramaikan
ramekeun,ramaikan
rangorang,orang orang
rasane,rasanya
rates,nilai
rb,ribu
rbuan,ribu
reak,teriak
reborn,lahir kembali
rebuan,ribuan
rekayasana,rekayasanya
renew,memperbarui
ributin,meributkan
ripd,daripada
riziek,rizieq
riziq,rizieq
rkyt,rakyat
rmbt,rambut
rmh,rumah
rmhq,rumahku
robb,allah
roll,gulungan
rosulullah,rasulullah
rp,rupiah
rsk,rusak
rumongso,menurut
runs,lari
rushmoney,rush money
sabeb,bebas
sabi,bisa
saje,saja
salaam,salam
salahny,salahnya
salamdamai,salam damai
salamsalamjarisolo,salam dari solo
salamsatuputaran,salam satu putaran
salfok,salah fokus
salh,salah
saloom,salam
saltum,salah kostum
samapai,sampai
samapi,sampai
sambel,sambal
samo,sama
sampe,sampai
sante,santai
sape,siapa
sare,tidur
satua,satunya
satuputaran,satu putaran
saveahok,save ahok
savefpideleteahok,save fpi delete ahok
saveindonesia,save indonesia
savepakahok,save pak ahok
savetolerance,save toleransi
sayah,saya
sayamerasakan,saya merasakan
sbagai,sebagai
sbar,sabar
sbb,sebab
sberapa,seberapa
sbg,sebagai
sbgai,sebagai
sbgi,sebagai
sbh,subuh
sbl,sebelah
sblh,sebelah
sblhny,sebelahnya
sblm,sebelum
sblmny,sebelumnya
sblmnya,sebelumnya
sbnr,sebenarnya
sbnrny,sebenarnya
sbnrnya,sebenarnya
sbnt,sebentar
sbntr,sebentar
sbr,sabar
sbtr,sebentar
sbuk,sibuk
sbun,sabun
sbyahy,susilo bambang yudhoyono
sbyudhoyono,susilo bambang yudhoyono
scpatnya,secepatnya
scr,secara
sdah,sudah
sdarla,sadarlah
sdg,sedang
sdgkan,sedangkan
sdgkn,sedangkan
sdh,sudah
sdng,sedang
sdngkn,sedangkan
sdrlah,sadarlah
se7,setuju
seadilseadilnya,seadil adilnya
sebarken,sebarkan
sebel,kesal
sebenernya,sebenarnya
seberatseberatnya,seberat beratnya
sediih,sedih
segala,segala
segitu,sebegitu
segra,segera
sejujur,sejujurnya
sekedar,sekadar
sekola,sekolah
sekolompok,sekelompok
selaen,selain
selajutnya,selanjutnya
selaw,santai
selegowo,legawa
selfinya,swafotonya
selow,santai
semalem,semalam
semanga,semangat
semangatt,semangat
semangkin,semakin
sembaranagan,sembarang
sembuhin,sembuhkan
semngt,semangat
sempet,sempat
senen,senin
seneng,senang
sensi,sensitif
sensitifitas,sensitivitas
sentara,sementara
senyumaja,senyum saja
seorg,seorang
seorng,seorang
separo2,setengah setengah
seranganjantung,serangan jantung
serem,seram
sesek,sesak
seseorg,seseorang
setakat,sepakat
sgala,segala
sgelintir,segelintir
sgl,segala
sgpore,singapura
sgra,segera
sgt,sangat
shap,siap
shaps,siap
shbt,sahabat
shipping,pengangkutan
sholatnya,salatnya
shopback,belanja kembali
shrusnya,seharusnya
sia,kamu
siapin,siapkan
sibangsat,si bangsat
sich,sih
sidi,sidik
sihat,sehat
siiaapp,siap
sikaat,sikat
sikafir,si kafir
sikaya,si kaya
simpat,sempat
singkron,sinkron
sionta,si onta
situh,kamu
sj,saja
sja,saja
sjak,sejak
sjujurnya,sejujurnya
ska,suka
skali,sekali
skalian,sekalian
skalipun,sekalipun
skarang,sekarang
skg,sekarang
skit,sakit
sklh,sekolah
sklompok,sekelompok
skola,sekolah
skolah,sekolah
skr,sekarang
skrang,sekarang
skrg,sekarang
skrng,sekarang
skrny,sekiranya
slah,salah
slalu,selalu
slamanya,selamanya
slamat,selamat
slanjutnya,selanjutnya
slesai,selesai
slese,selesai
slg,saling
slh,salah
slhkn,salahkan
sll,selalu
sllu,selalu
slm,salam
slmat,selamat
slmt,selamat
slse,selesai
slseikan,selesaikan
sluruh,seluruh
sm,sama
sma,sama
smakin,semakin
smangat,semangat
smbg,sambung
smbh,sembuh
smbhyg,sembahyang
smbil,sambil
smbl,sambil
smbng,sambung
smbrg,sembarang
smbuh,sembuh
smcm,semacam
smengat,semangat
smg,semoga
smga,semoga
smgt,semangat
smgtt,semangat
smlm,semalam
smlmn,semalaman
smngt,semangat
smntr,sementara
smoga,semoga
smp,sampai
smpai,sampai
smpe,sampai
smpt,sempat
smua,semua
smuanya,semuanya
sndiri,sendiri
sndri,sendiri
sngaja,sengaja
sngt,sangat
sni,sini
soale,soalnya
socmed,media sosial
sodara,saudara
sodaraku,saudaraku
sohib,sahabat
sokap,ayah
soksokan,sok gaya
solat,salat
solodaritas,solidaritas
songang,songong
sono,sana
soo,jadi
sopo,siapa
sorang,seorang
sory,maaf
sosmednya,media sosialnya
speachless,terdiam
spele,sepele
sperti,seperti
spertii,seperti
spertinya,sepertinya
spnjng,sepanjang
sprt,seperti
sprti,seperti
sprtny,sepertinya
spti,seperti
sptny,sepertinya
spy,supaya
srg,sering
srigala,serigala
srta,serta
staystrong,tetap kuat
stelah,setelah
stgh,setengah
stiap,setiap
stlah,setelah
stlh,setelah
stngh,setengah
strength,kekuatan
stronger,lebih kuat
stts,status
sttus,status
sudh,sudah
suer,sumpah
sumpahin,menyumpahi
supo,super
surban,serban
surveynya,survei
sy,saya
sya,saya
syg,sayang
sygny,sayangnya
syilvie,sylvi
syipp,sip
sylviterus,sylvi terus
symbol,simbol
symuslim,saya muslim
syng,sayang
syp,siapa
system,sistem
taatulama,taat ulama
tabokin,menabok
tae,tai
tahanahok,tahan ahok
taik,tai
taiker,tai
taikers,tai
tajem,tajam
takbela,tidak membela
takda,tidak ada
talking,membicarakan
tambahin,tambahkan
tampa,tanpa
tampang2,tampang tampang
tandinga,tandingan
tangkapahok,tangkap ahok
tangkappenistaagama,tangkap penista agama
tangkappenjarakan,tangkap penjara
tangkep,tangkap
tanpapakai,tanpa pakai
tanye,tanya
taon,tahun
taonan,tahunan
tauk,tau
taun,tahun
tawakalna,tawakal
tawaw,tawa
td,tadi
tdi,tadi
tdk,tidak
tdny,tadinya
tdr,tidur
tdur,tidur
teesangka,tersangka
teeyus,terus
tegakang,tegakkan
tegakin,tegakkan
tekibul,terkibul
telor,telur
telp,telepon
telpon,telepon
temans,teman
temen,teman
temen2,teman teman
temenan,berteman
temenin,temani
tenaang,tenang
tenatng,tenang
tenggelemin,tenggelamkan
tep,tetap
tepelongo,terperanjat
teraniyaya,teraniaya
terasangka,tersangka
terdzolimi,terzalimi
terimakasih,terima kasih
terjalimi,terzalimi
terjd,terjadi
terjerembab,terjerembap
teroos,terus
terorganisiir,terorganisasi
teros,terus
tersangak,tersangka
tersangk,tersangka
tersengka,tersangka
tertwa,tertawa
teruss,terus
terzolimi,terzalimi
tesangka,tersangka
tetapahok,tetap ahok
tetapahokdjarot,tetap ahok djarot
tetapkawal,tetap kawal
tetapsemangatahok,tetap semangat ahok
tetapwaspada,tetap waspada
tetat,tetap
tetatplah,tetaplah
tetep,tetap
tetet,tetap
teteup,tetap
tgg jwb,tanggung jawab
tggu,tunggu
tgh,tengah
tangl,tanggal
tnggl,tanggal
tngal,tanggal
tgn,tangan
tgs,tugas
thanks,terima kasih
thats,itu
thd,terhadap
thdp,terhadap
theirs,mereka
thia,ini
things,berpikir
thn,tahun
thnx,terima kasih
thrust,mempercayai
thx,terima kasih
tiati,hati hati
tiba2,tiba tiba
tidka,tidak
timlen,lini masa
timses,tim sukses
tinggalin,tinggalkan
tionghowa,tionghoa
tipi,televisi
tipu2,tipu tipu
titled,judul
titokarna,tito karnavian
tjadi,terjadi
tjahaya,tjahaja
tjanggih,canggih
tjd,terjadi
tkg,tukang
tkut,takut
tl,lini masa
tlg,tolong
tlh,telah
tlng,tolong
tlp,telepon
tlpn,telepon
tmbah,tambah
tmbh,tambah
tmen,teman
tmn,teman
tmnnya,temannya
tmpat,tempat
tmpt,tempat
tmsk,termasuk
tnjakan,tanjakan
tnpa,tanpa
tny,ternyata
tnya,tanya
tnyt,ternyata
tobatt,tobat
toe,itu
toleransidamai,toleransi damai
topmarkotop,top
tp,tetapi
tpi,tetapi
tq,terima kasih
tranding,tren
transferanya,transferannya
trbayang,terbayang
trdakwa,terdakwa
trdpt,terdapat
treak,teriak
trending,mengetren
trends,tren
trgntng,tergantung
trima,terima
trims,terima kasih
trimz,terima kasih
trjadi,terjadi
trkdng,terkadang
trkenal,terkenal
trkhr,terakhir
trlalu,terlalu
trmasuk,termasuk
trmksh,terima kasih
trmsk,termasuk
trnsfr,transfer
trnyata,ternyata
trnyt,ternyata
trnyta,ternyata
trpeleset,terpeleset
trpengaruh,terpengaruh
trpksa,terpaksa
trpuruk,terpuruk
trs,terus
trsangka,tersangka
trsngk,tersangka
trsngka,tersangka
trsrh,terserah
trumps,trump
trus,terus
truss,terus
tsangka,tersangka
tsb,tersebut
tsbt,tersebut
tsk,tersangka
ttangga,tetangga
ttap,tetap
ttep,tetap
ttg,tentang
ttng,tentang
ttp,tetap
tu,itu
tuch,itu
tuh,itu
tuk,untuk
tukeran,tukaran
tungu,tunggu
tvnya,televisinya
tw,tau
twins,kembar
tydack,tidak
tyranny,tirani
u,kamu
ubat,obat
ucapqn,ucapan
udah,sudah
udd,sudah
udeh,sudah
udh,sudah
udhga,sudah tidak
ue,gue
uga,juga
ugalugalan,ugal ugalan
ujan2an,hujan hujanan
ujungujungnya,ujung ujungnya
ummat,umat
umumin,mengumumkan
ungkapkn,mengungkapkan
untk,untuk
untkmu,untukmu
untukv,untukku
usak,rusak
ustot,ustaz
utk,untuk
uuduud,undang undang dasar
uwong,orang
vidio,video
von,menelepon
vote,memilih
voters,pemilih
vroh,bro
w,gue
wad,buat
waduhh,waduh
wae,saja
waktuny,waktunya
walopun,walaupun
wassalamukum,wasslamualaykum
wat,buat
ways,arah
welkam,selamat datang
whats,apa
wings,sayap
wins,menang
wkakwk,wkwk
wkt,waktu
wktu,waktu
wkwkwkkw,wkwk
wkwkwkwk,wkwk
wkwkwkwwk,wkwk
wl,walau
wlopun,walaupun
wlpun,walaupun
wlwpn,walaupun
wong,orang
words,kata
wow,wah
wuih,wah
y,iya
yaa,ya
yah,ya
yak,ya
yakk,ya
yank,sayang
yaopo,ya apa
yap,iya
yaudah,ya sudah
yaudh,ya sudah
yaw,iya
ye,iya
yg,yang
ygvtidak,yang tidak
yh,ya
yng,yang
yo,iya
yoi,iya
ysalaharah,salah arah
yup,iya
yups,iya
yupz,iya
ywdh,ya sudah
zholim,zalim
zholimi,zalim
zolimi,menzalimi
zong,apes
zupeer,super
20tahunpks,20 tahun pks
2018gantigubernur,2018 ganti gubernur
2019asalbukanjokowi,2019 asal bukan jokowi
2019forjkw,2019 for jokowi
2019gantikacung,2019 ganti kacung
2019g,2019 ganti presiden
2019ga,2019 ganti presiden
2019ganti,2019 ganti presiden
2019gantip,2019 ganti presiden
2019gantipesinden,2019 ganti presiden
2019gantipre,2019 ganti presiden
2019gantipres,2019 ganti presiden
2019gantipresid,2019 ganti presiden
2019gantipreside,2019 ganti presiden
2019gantipresiden,2019 ganti presiden
2019gantipresidenbaru,2019 ganti presiden baru
2019gantipresidenkacung,2019 ganti presiden kacung
2019gantirezim,2019 ganti rezim
2019gantisistem,2019 ganti sistem
2019gantitelor,2019 ganti telor
2019jokowilagi,2019 jokowi lagi
2019jokowilanjutkan,2019 jokowi lanjutkan
2019jokowiend,2019 jokowi selesai
2019kitatetapjokowi,2019 kita tetap jokowi
2019lanjutjokowi,2019 lanjut jokowi
2019pilihjokowi,2019 pilih jokowi
2019prabowoanismatta,2019 prabowo anis matta
2019prabowopresiden,2019 prabowo presiden
2019prabowopresident08,2019 prabowo presiden
2019prabowori1,2019 prabowo satu
2019presidenbaru,2019 presiden baru
2019tenggelamkanjokowikesungaisiak,2019 tenggelamkan jokowi ke sungai siak
2019t3tapjokowi,2019 tetap jokowi
2019tetapjokow,2019 tetap jokowi
2019tetapjokowi,2019 tetap jokowi
2019tetapjokowiganti,2019 tetap jokowi ganti
2019tetapjokowiyangdiganti,2019 tetap jokowi yang diganti
abal2,abal abal
aagym,abdullah gymnastiar
4bdurrahman,abdurrahman
aadren,adren
aaghr,ah
aah,ah
aahh,ah
aarrgghh,ah
aakuu,aku
aaminn,amin
aanjing,anjing
aarman,arman
aaron,aron
